,Name,Succ,Fail,Send Rate (TPS),Max Latency (s),Min Latency (s),Avg Latency (s),Throughput (TPS),Rate
0,open,1000,0,593.8,1.68,0.67,1.18,364.8,600
1,query,1000,0,599.9,0.03,0.0,0.0,599.2,600
2,transfer,1000,0,564.7,1.91,0.93,1.42,356.5,600
0,open,1000,0,590.3,1.69,0.63,1.19,394.3,600
1,query,1000,0,591.0,0.01,0.0,0.0,590.0,600
2,transfer,1000,0,594.9,2.08,1.0,1.53,367.8,600
0,open,1000,0,578.7,1.83,0.61,1.23,368.6,600
1,query,1000,0,598.8,0.01,0.0,0.0,598.1,600
2,transfer,1000,0,562.1,1.85,0.88,1.39,359.1,600
0,open,1000,0,597.7,1.66,0.57,1.15,366.3,600
1,query,1000,0,593.8,0.02,0.0,0.0,592.8,600
2,transfer,1000,0,565.9,1.82,0.88,1.37,360.0,600
0,open,1000,0,597.4,1.71,0.64,1.15,399.0,600
1,query,1000,0,597.4,0.02,0.0,0.0,596.7,600
2,transfer,1000,0,593.8,2.15,1.02,1.56,352.7,600
0,open,1000,0,647.7,1.67,0.73,1.21,384.6,700
1,query,1000,0,684.5,0.02,0.0,0.0,684.0,700
2,transfer,1000,0,694.4,2.11,1.01,1.55,377.6,700
0,open,1000,0,693.0,1.79,0.83,1.26,421.2,700
1,query,1000,0,694.9,0.01,0.0,0.0,694.4,700
2,transfer,1000,0,699.3,2.05,0.57,1.36,369.7,700
0,open,1000,0,656.2,1.69,0.81,1.28,413.9,700
1,query,1000,0,695.9,0.01,0.0,0.0,694.9,700
2,transfer,1000,0,699.8,2.55,0.47,1.48,349.8,700
0,open,1000,0,682.1,1.67,0.8,1.21,429.0,700
1,query,1000,0,696.9,0.01,0.0,0.0,696.4,700
2,transfer,1000,0,698.3,2.04,0.53,1.36,378.8,700
0,open,1000,0,638.2,1.64,0.68,1.24,431.4,700
1,query,1000,0,697.8,0.01,0.0,0.0,696.4,700
2,transfer,1000,0,678.9,2.09,0.52,1.39,376.2,700
0,open,1000,0,798.7,1.77,0.95,1.35,423.4,800
1,query,1000,0,794.3,0.01,0.0,0.0,793.7,800
2,transfer,1000,0,801.9,1.88,1.02,1.45,388.7,800
0,open,1000,0,802.6,1.82,0.88,1.33,388.3,800
1,query,1000,0,796.8,0.03,0.0,0.0,795.5,800
2,transfer,1000,0,800.0,2.46,0.8,1.6,338.6,800
0,open,1000,0,784.3,1.63,0.93,1.27,425.4,800
1,query,1000,0,791.8,0.01,0.0,0.0,791.1,800
2,transfer,1000,0,797.4,2.21,1.04,1.48,330.0,800
0,open,1000,0,788.0,1.63,0.83,1.25,411.0,800
1,query,1000,0,781.3,0.02,0.0,0.0,780.6,800
2,transfer,1000,0,800.6,2.28,0.96,1.47,335.7,800
0,open,1000,0,786.2,1.76,0.95,1.35,412.7,800
1,query,1000,0,798.1,0.03,0.0,0.0,796.8,800
2,transfer,1000,0,796.8,2.14,1.11,1.57,377.6,800
0,open,1000,0,878.0,1.75,0.9,1.41,410.7,900
1,query,1000,0,883.4,0.02,0.0,0.0,881.8,900
2,transfer,1000,0,899.3,1.83,1.1,1.48,392.5,900
0,open,1000,0,891.3,1.66,0.96,1.26,458.7,900
1,query,1000,0,889.7,0.02,0.0,0.0,888.9,900
2,transfer,1000,0,899.3,2.37,1.18,1.7,382.4,900
0,open,1000,0,891.3,1.6,0.94,1.25,453.7,900
1,query,1000,0,896.9,0.01,0.0,0.0,896.1,900
2,transfer,1000,0,900.1,2.16,1.15,1.67,368.5,900
0,open,1000,0,899.3,1.66,0.95,1.35,434.0,900
1,query,1000,0,892.1,0.04,0.0,0.0,891.3,900
2,transfer,1000,0,892.9,1.9,1.15,1.53,394.3,900
0,open,1000,0,903.3,1.85,1.03,1.39,414.1,900
1,query,1000,0,889.7,0.01,0.0,0.0,888.9,900
2,transfer,1000,0,866.6,1.99,1.05,1.55,370.8,900
